claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported
CLM2057,31,F,0,56,101288,0,0,Own,14132,2022-06-27,Monday,Parking Lot,4,1,83,Phone,0,7,Medium,73206,White,10364,3182,1500,2182,93,9,Y
CLM2058,23,M,0,5,126794,1,0,Rent,37484,2022-02-11,Friday,Highway,2,1,0,Broker,0,11,Medium,31038,Blue,37622,20466,1000,2209,58,6,N
CLM2059,56,F,1,4,43453,0,1,Own,40498,2023-02-17,Friday,Parking Lot,1,1,61,Online,0,3,Medium,78229,Blue,46986,7258,2000,2065,90,6,N
CLM2060,52,M,1,53,135341,1,1,Rent,14158,2023-05-24,Wednesday,Parking Lot,3,0,90,Phone,1,7,Medium,10543,Silver,47748,27728,1500,2697,72,0,N
CLM2061,81,F,0,5,113770,1,1,Rent,70558,2022-11-22,Tuesday,Parking Lot,4,1,15,Broker,0,14,Large,77551,White,7856,4517,1500,2709,27,12,N
CLM2062,48,F,1,4,133437,0,0,Own,31652,2023-01-25,Wednesday,Local,3,1,31,Broker,1,9,Large,8044,Blue,12480,3508,1000,2633,88,6,N
CLM2063,47,M,0,64,92561,0,0,Rent,29423,2023-02-19,Sunday,Parking Lot,0,1,62,Phone,1,8,Compact,36139,Silver,48198,19323,1000,2081,77,9,N
CLM2064,49,M,1,98,136387,0,0,Rent,80043,2023-02-04,Saturday,Highway,1,0,7,Online,0,9,Large,42622,Blue,39135,21224,2000,1524,62,12,N
CLM2065,55,F,1,93,64588,0,1,Rent,80585,2022-02-01,Tuesday,Local,5,1,39,Broker,1,7,Large,39889,Silver,46678,13603,1500,1085,36,8,Y
CLM2066,74,F,1,75,61298,1,1,Rent,28669,2022-06-22,Wednesday,Highway,1,1,92,Broker,1,3,Large,67001,Black,11832,7091,2000,2920,15,11,N
CLM2067,38,F,0,61,31002,0,0,Rent,46153,2023-01-15,Sunday,Local,1,1,50,Broker,1,3,Large,10840,Red,16154,2237,1500,2305,49,12,Y
CLM2068,18,M,0,58,30384,1,1,Own,24319,2023-11-21,Tuesday,Highway,1,0,13,Broker,1,5,Medium,15426,Red,8504,3311,2000,2587,89,12,Y
CLM2069,26,M,1,95,145011,1,0,Rent,18724,2022-12-24,Saturday,Parking Lot,1,1,43,Broker,0,8,Compact,25872,Silver,14414,4662,1500,1933,57,4,N
CLM2070,41,F,1,27,97331,1,0,Rent,90520,2022-01-29,Saturday,Highway,2,0,19,Phone,1,6,Compact,19618,Black,18245,6856,1500,2198,71,5,N
CLM2071,32,M,0,95,120961,1,0,Rent,28316,2023-05-23,Tuesday,Parking Lot,3,1,81,Online,1,7,Medium,63465,White,17673,9333,1000,2709,75,8,N
CLM2072,72,M,1,67,33281,1,1,Own,42548,2023-12-17,Sunday,Highway,1,1,60,Phone,0,11,Large,28874,Silver,24123,9313,1500,2309,53,4,N
CLM2073,48,M,1,92,69769,1,0,Own,39312,2022-09-19,Monday,Highway,2,1,33,Phone,1,6,Large,27483,White,27558,6982,500,968,18,4,N
CLM2074,46,F,0,26,37335,1,0,Rent,53773,2023-12-24,Sunday,Parking Lot,0,1,64,Phone,1,5,Medium,63194,White,2971,1506,500,1032,86,1,Y
CLM2075,49,M,0,50,75491,0,0,Rent,18043,2023-01-23,Monday,Parking Lot,4,0,64,Broker,1,0,Large,36174,Red,18096,6405,2000,2181,54,5,N
CLM2076,40,M,1,44,37458,0,0,Rent,97367,2023-10-27,Friday,Local,2,1,16,Broker,1,1,Medium,49942,Silver,24035,2669,500,1848,80,9,Y
CLM2077,65,F,0,84,65959,0,0,Rent,36862,2023-10-12,Thursday,Local,5,0,4,Phone,0,3,Medium,8956,Silver,7553,2205,2000,2865,13,8,N
CLM2078,74,M,1,25,72331,0,0,Own,90672,2022-06-25,Saturday,Highway,5,1,72,Broker,0,12,Compact,32280,Blue,22859,13623,500,570,59,2,N
CLM2079,49,M,1,12,102025,0,1,Rent,27153,2022-07-15,Friday,Highway,0,0,80,Broker,1,11,Compact,51429,Red,12687,3637,1500,715,93,3,N
CLM2080,46,M,0,20,81274,1,0,Own,88108,2023-04-29,Saturday,Local,2,0,69,Phone,0,10,Large,33390,Black,27925,5500,2000,1191,8,6,N
CLM2081,57,M,1,86,122046,1,1,Own,12035,2022-04-10,Sunday,Highway,4,1,51,Online,0,5,Compact,51627,Black,9303,4604,500,664,47,9,Y
CLM2082,39,M,0,40,73974,0,1,Rent,73545,2023-06-26,Monday,Parking Lot,1,1,17,Phone,0,13,Compact,50897,White,13125,1969,1500,1018,69,0,N
CLM2083,30,F,1,26,90631,0,1,Own,77173,2022-12-01,Thursday,Highway,0,1,47,Phone,1,14,Compact,68783,Silver,29658,16356,1500,2390,6,13,N
CLM2084,25,F,0,96,76959,1,1,Own,10366,2022-10-15,Saturday,Parking Lot,4,0,51,Online,1,14,Large,37780,White,20623,7881,1500,875,89,12,N
CLM2085,83,F,0,33,88748,0,0,Own,68528,2022-02-01,Tuesday,Parking Lot,2,0,3,Broker,0,7,Compact,12446,Red,30281,13649,500,2125,20,2,N
CLM2086,75,M,0,45,91448,1,1,Rent,39974,2023-03-19,Sunday,Highway,0,1,96,Broker,0,14,Medium,30727,Black,49464,8370,1000,2733,41,11,Y
CLM2087,24,F,0,47,49178,0,0,Rent,66790,2022-06-10,Friday,Highway,0,1,83,Phone,1,3,Large,41672,Blue,4573,1930,1500,1998,85,7,N
CLM2088,81,M,0,26,41302,1,0,Rent,71064,2022-05-29,Sunday,Highway,3,0,12,Phone,0,2,Medium,57714,Red,2499,1271,1000,1280,44,9,N
CLM2089,68,M,0,20,125035,0,1,Own,20965,2023-01-11,Wednesday,Highway,5,1,45,Broker,0,11,Large,24420,Red,26236,12093,2000,1240,48,13,N
CLM2090,76,F,0,92,143108,0,1,Rent,62271,2022-09-25,Sunday,Local,1,1,60,Broker,1,5,Medium,64478,Blue,47260,7052,1500,2769,94,12,N
CLM2091,66,M,1,79,143319,1,0,Own,97943,2022-11-07,Monday,Highway,1,0,34,Broker,0,8,Medium,58968,White,4743,658,500,1018,13,13,N
CLM2092,59,F,1,32,97001,0,0,Own,86757,2022-10-15,Saturday,Local,2,0,96,Online,1,12,Large,5500,Red,27675,7888,1500,1947,59,12,Y
CLM2093,65,M,1,94,96202,1,1,Own,36255,2022-04-20,Wednesday,Parking Lot,2,0,52,Online,1,1,Medium,23946,White,21547,5701,1000,2173,52,12,N
CLM2094,83,M,0,77,55162,0,0,Own,98388,2023-10-29,Sunday,Highway,0,1,67,Phone,0,10,Medium,55388,Red,32147,17323,2000,2763,49,4,N
CLM2095,83,F,0,96,60382,1,1,Own,38184,2023-10-06,Friday,Local,2,1,10,Online,1,0,Compact,42739,Silver,9389,1071,1500,1168,85,8,N
CLM2096,37,F,0,28,60711,1,1,Rent,27748,2023-07-27,Thursday,Parking Lot,3,1,86,Online,0,5,Medium,70282,Silver,33708,10311,1500,687,4,6,Y
CLM2097,32,M,1,65,34860,1,0,Own,27013,2022-08-28,Sunday,Highway,5,0,55,Phone,0,6,Compact,45565,Blue,20283,2839,1500,1400,65,9,N
CLM2098,60,M,1,2,39861,1,1,Rent,34125,2022-07-26,Tuesday,Parking Lot,1,0,17,Online,0,8,Large,69512,Blue,33490,6787,1000,672,2,13,Y
CLM2099,80,M,0,83,127535,0,0,Rent,68228,2022-12-15,Thursday,Parking Lot,3,0,74,Online,0,5,Medium,49557,Silver,3555,402,1000,1362,75,5,N
CLM2100,48,M,1,34,131869,0,0,Own,52967,2023-06-11,Sunday,Parking Lot,4,0,26,Online,0,5,Medium,55155,Blue,11306,5384,2000,714,66,6,N
CLM2101,56,M,1,97,119242,0,1,Rent,13970,2023-07-09,Sunday,Local,3,1,80,Phone,1,2,Large,18385,Black,6950,1660,1500,1334,62,9,N
CLM2102,63,M,0,56,127437,1,1,Own,82123,2022-12-19,Monday,Parking Lot,3,0,25,Broker,1,10,Compact,6561,Black,42412,8658,2000,1638,51,0,N
CLM2103,29,M,0,4,52977,1,0,Rent,14983,2023-09-19,Tuesday,Local,2,0,8,Broker,1,2,Compact,9758,Black,38131,17616,1500,2353,73,12,N
CLM2104,24,M,1,18,123542,0,0,Own,49857,2023-06-20,Tuesday,Local,1,0,98,Online,1,12,Large,10280,White,38012,12173,500,2592,9,5,Y
CLM2105,52,F,0,83,144852,1,0,Rent,87714,2022-07-16,Saturday,Local,0,0,10,Online,1,9,Compact,74081,White,25798,7096,1500,1029,60,1,N
CLM2106,25,F,0,67,111954,1,1,Own,33118,2023-03-20,Monday,Parking Lot,1,1,35,Phone,0,13,Medium,42204,Red,43240,24952,1500,599,39,13,N
CLM2107,67,M,0,46,115561,0,1,Own,64391,2023-08-07,Monday,Parking Lot,2,1,9,Online,1,13,Large,76469,White,12386,6673,500,1086,6,4,N
CLM2108,36,F,1,89,108529,1,1,Rent,85874,2022-12-29,Thursday,Parking Lot,4,1,82,Phone,0,4,Compact,50111,White,10917,4439,2000,684,10,1,Y
CLM2109,55,M,1,63,113339,0,1,Rent,74320,2022-03-08,Tuesday,Highway,0,1,4,Online,1,9,Medium,46353,Blue,17011,7401,2000,1160,21,0,N
CLM2110,81,M,0,50,110695,0,0,Own,46368,2022-06-09,Thursday,Highway,5,1,20,Online,1,6,Large,50166,White,26574,13330,1500,2242,66,6,N
CLM2111,27,F,1,34,149926,0,1,Rent,11293,2022-03-02,Wednesday,Parking Lot,3,0,12,Broker,0,5,Compact,44044,Silver,22747,8568,500,1957,38,6,N
CLM2112,65,F,1,91,20058,0,1,Rent,78172,2023-05-14,Sunday,Local,1,1,54,Phone,0,6,Large,77832,Red,22383,8434,500,584,86,2,N
CLM2113,54,F,1,50,45666,1,0,Own,53794,2022-05-09,Monday,Parking Lot,4,1,86,Online,1,0,Large,57342,Black,38555,4992,2000,632,71,8,N
CLM2114,66,M,1,23,101136,1,0,Rent,40284,2023-12-17,Sunday,Local,3,0,71,Online,0,4,Medium,38700,Red,19047,10705,1500,2171,40,0,Y
CLM2115,22,F,0,29,41236,1,0,Rent,76640,2022-09-04,Sunday,Parking Lot,4,1,8,Phone,1,1,Large,8646,Silver,22471,10969,1000,2554,30,9,N
CLM2116,73,M,1,74,77353,0,0,Own,72126,2023-05-28,Sunday,Parking Lot,5,1,56,Online,1,5,Medium,73285,Blue,43949,8698,1000,1707,67,0,N
CLM2117,25,F,0,61,91152,0,0,Own,83511,2023-12-22,Friday,Parking Lot,0,1,61,Phone,0,8,Medium,26387,Silver,16324,9608,1500,2647,54,8,N
CLM2118,77,F,0,69,106861,1,0,Rent,37949,2022-10-21,Friday,Parking Lot,4,0,16,Phone,0,1,Large,20303,White,17457,9915,1000,515,14,8,Y
CLM2119,46,M,1,57,26661,0,1,Own,87952,2023-05-26,Friday,Parking Lot,0,0,62,Broker,0,8,Large,53322,Black,17448,3599,1000,2528,30,0,N
CLM2120,71,M,1,5,21238,0,0,Rent,25064,2023-01-31,Tuesday,Local,0,1,78,Online,0,9,Large,49258,Black,5470,2572,2000,592,76,0,Y
CLM2121,35,F,1,48,90977,1,1,Rent,87255,2022-10-05,Wednesday,Local,5,1,25,Broker,1,9,Medium,65308,Silver,5190,2354,500,1630,6,7,N
CLM2122,41,M,1,74,71786,0,0,Own,91271,2023-12-28,Thursday,Parking Lot,2,1,1,Online,1,14,Compact,24874,Blue,43531,18407,1000,1487,39,11,N
CLM2123,23,F,0,58,124605,1,1,Own,54653,2022-04-09,Saturday,Local,0,1,73,Phone,1,9,Compact,37252,Black,8796,4790,500,989,67,7,N
CLM2124,34,F,0,92,123185,1,1,Own,63106,2023-10-21,Saturday,Highway,3,1,87,Broker,1,4,Medium,47135,Silver,32066,12658,500,2050,47,10,N
CLM2125,61,F,1,99,120250,0,1,Own,97123,2022-07-11,Monday,Parking Lot,0,1,95,Phone,1,3,Large,76428,Black,4449,1811,2000,605,7,5,N
CLM2126,33,M,1,80,143268,0,0,Rent,42322,2023-06-19,Monday,Parking Lot,4,0,73,Broker,0,4,Medium,29657,Red,6656,3880,1000,777,72,6,Y
CLM2127,81,M,0,95,149042,0,0,Own,79201,2022-12-09,Friday,Parking Lot,0,1,51,Online,0,14,Large,53465,White,25491,4820,500,847,1,7,N
CLM2128,56,F,1,20,50750,1,1,Rent,68188,2023-09-25,Monday,Highway,4,1,86,Broker,0,2,Large,39720,Silver,19079,3053,1000,856,41,11,Y
CLM2129,28,F,1,98,126642,1,0,Own,23368,2022-02-11,Friday,Local,1,1,70,Broker,0,14,Large,17197,White,4359,2158,1500,1229,94,10,N
CLM2130,37,F,0,10,87271,1,0,Own,34315,2022-01-15,Saturday,Parking Lot,1,0,87,Online,1,0,Compact,53232,Black,13606,7081,500,1272,35,4,N
CLM2131,65,M,0,81,27160,1,1,Rent,65262,2023-04-19,Wednesday,Highway,5,1,34,Broker,0,5,Compact,75496,Blue,34556,19020,2000,1562,34,9,Y
CLM2132,32,M,0,7,50657,1,0,Own,96743,2023-07-15,Saturday,Parking Lot,3,1,0,Online,0,0,Large,54691,Black,7499,4343,1000,2363,65,9,N
CLM2133,66,F,0,26,129641,0,0,Rent,25784,2023-12-12,Tuesday,Local,4,0,11,Phone,0,14,Medium,53720,Blue,36268,13338,1000,547,61,0,N
CLM2134,82,M,1,60,143633,0,0,Rent,18177,2022-02-05,Saturday,Local,3,1,18,Phone,0,2,Medium,16844,Blue,9594,5617,500,2727,12,2,N
CLM2135,53,F,0,64,115051,1,0,Own,97858,2022-10-26,Wednesday,Local,1,0,96,Phone,0,0,Large,79385,White,26656,12008,2000,2040,89,7,N
CLM2136,76,M,0,39,69056,1,1,Own,21273,2023-11-08,Wednesday,Local,3,1,96,Broker,1,6,Compact,51073,Silver,46693,19749,2000,2635,71,1,N
CLM2137,27,F,1,90,120782,1,0,Rent,52926,2022-08-30,Tuesday,Highway,5,1,5,Broker,1,4,Medium,77651,Red,32107,17871,2000,2756,31,8,Y
CLM2138,18,F,1,13,78596,1,0,Own,91526,2023-03-16,Thursday,Highway,1,0,19,Phone,0,1,Medium,67286,Silver,21901,2358,500,1712,50,10,Y
CLM2139,32,M,0,63,29457,1,1,Own,69629,2022-05-11,Wednesday,Local,4,0,90,Online,1,4,Medium,42790,Blue,23869,11713,1000,781,1,2,N
CLM2140,42,F,0,95,50394,0,0,Rent,24396,2022-04-05,Tuesday,Highway,1,0,40,Online,1,2,Compact,36016,Black,4194,1204,2000,2946,79,1,N
CLM2141,35,M,0,81,20129,0,1,Own,69683,2022-10-03,Monday,Parking Lot,2,0,29,Phone,0,6,Compact,41417,Silver,11978,6228,1000,1264,69,1,N
CLM2142,79,F,0,35,20737,1,1,Own,56647,2023-07-21,Friday,Highway,3,0,49,Online,0,8,Medium,70875,Silver,33920,12585,2000,1967,43,10,Y
CLM2143,80,F,0,3,135637,1,1,Own,76909,2023-11-09,Thursday,Local,4,1,50,Phone,1,9,Compact,14495,Red,8837,2078,1500,2728,63,6,N
CLM2144,40,M,1,81,138833,0,1,Own,40804,2023-11-26,Sunday,Parking Lot,3,0,96,Broker,0,5,Compact,23748,Black,6230,2069,2000,1262,5,3,Y
CLM2145,35,M,0,45,121150,1,0,Rent,67693,2023-11-18,Saturday,Parking Lot,5,1,54,Phone,1,8,Large,57776,Blue,20116,2551,1500,2755,30,12,Y
CLM2146,62,M,0,46,74606,1,0,Own,78819,2023-08-19,Saturday,Parking Lot,4,1,54,Broker,0,10,Medium,22540,White,36829,21100,2000,2323,6,13,N
CLM2147,30,F,0,94,84708,0,0,Own,19752,2023-10-15,Sunday,Local,3,0,71,Broker,0,11,Compact,34810,Red,19302,8323,1500,2573,54,9,N
CLM2148,28,F,0,28,96637,1,0,Own,39778,2023-07-04,Tuesday,Highway,4,1,86,Broker,0,4,Compact,63176,Silver,13674,6729,1500,1921,52,13,N
CLM2149,32,M,1,39,25837,1,0,Own,74141,2023-11-28,Tuesday,Local,2,1,7,Broker,1,7,Medium,79642,White,42247,16782,1000,2588,75,12,Y
CLM2150,36,M,0,27,29780,1,1,Own,32706,2022-05-17,Tuesday,Local,3,0,95,Broker,1,3,Medium,28733,Black,23770,5509,1000,1025,3,7,N
CLM2151,46,F,0,73,106706,0,0,Rent,38830,2023-05-24,Wednesday,Parking Lot,1,0,17,Online,0,9,Medium,32729,Silver,38944,9252,1500,547,80,6,N
CLM2152,50,M,0,4,134149,0,0,Own,34067,2022-02-11,Friday,Local,0,0,50,Online,0,0,Large,57832,Blue,43771,23335,500,1959,27,10,Y
CLM2153,25,M,0,87,109432,0,0,Rent,38155,2023-10-12,Thursday,Parking Lot,0,1,28,Phone,1,7,Large,41085,Black,12251,4756,2000,1931,73,11,N
CLM2154,43,F,1,10,122035,1,1,Own,49095,2022-08-15,Monday,Local,3,1,35,Broker,0,5,Large,39814,Black,20605,11483,2000,1468,37,5,N
CLM2155,30,F,0,85,106755,1,0,Rent,37946,2022-10-20,Thursday,Local,5,0,73,Broker,1,14,Large,61088,Blue,12479,3817,1000,1692,73,9,N
CLM2156,25,F,0,97,79196,1,0,Rent,33053,2023-09-17,Sunday,Local,4,1,20,Phone,1,7,Large,13657,Red,22951,12110,2000,2445,32,11,Y
CLM2157,70,F,1,34,67411,1,1,Own,13934,2022-05-26,Thursday,Parking Lot,2,0,11,Broker,0,2,Medium,13172,Black,28358,10481,1000,2918,67,13,N
CLM2158,46,F,1,23,107507,1,1,Rent,77525,2023-12-02,Saturday,Highway,2,1,48,Broker,1,12,Compact,27135,Blue,31544,6599,2000,2197,38,8,Y
CLM2159,19,F,1,13,78914,0,0,Own,36309,2022-04-20,Wednesday,Local,4,0,60,Online,1,2,Medium,23991,Red,25974,7759,1000,2169,81,3,N
CLM2160,39,F,0,28,95885,0,1,Own,56350,2023-01-15,Sunday,Local,3,0,85,Online,1,11,Medium,44913,Black,39629,15056,1000,533,73,13,Y
CLM2161,75,F,1,93,29586,1,0,Own,61986,2023-06-12,Monday,Local,2,1,7,Online,0,0,Medium,52177,White,29925,5100,500,549,3,7,Y
CLM2162,45,M,0,47,90207,0,0,Rent,34133,2022-10-30,Sunday,Highway,5,1,6,Phone,0,9,Medium,70950,Black,48861,7639,1000,1062,29,0,N
CLM2163,42,F,0,62,107592,1,1,Rent,95483,2022-08-28,Sunday,Local,0,1,56,Online,0,14,Large,51978,Silver,26282,4216,500,1156,60,9,N
CLM2164,41,M,0,100,80886,0,1,Own,80559,2022-04-15,Friday,Parking Lot,2,1,65,Broker,1,11,Medium,28636,Silver,18314,2595,1000,2446,88,6,N
CLM2165,50,M,0,59,60880,1,0,Own,62077,2023-07-08,Saturday,Highway,5,1,71,Phone,1,7,Large,70197,Black,40878,7677,500,1396,79,8,Y
CLM2166,69,F,1,36,139414,0,1,Own,61524,2022-08-16,Tuesday,Local,0,1,52,Phone,0,3,Large,17941,White,16993,7369,1000,2907,1,12,N
CLM2167,54,M,1,94,127076,1,0,Own,19012,2022-08-12,Friday,Parking Lot,3,0,51,Online,1,7,Large,30099,White,36891,20940,1500,2618,17,10,N
CLM2168,39,F,0,39,123733,1,0,Rent,25210,2023-04-22,Saturday,Local,1,0,49,Online,1,5,Medium,68721,White,30508,12418,2000,1224,90,5,N
CLM2169,37,F,0,24,49379,0,0,Rent,47780,2022-01-21,Friday,Local,0,1,14,Phone,1,0,Compact,5050,Silver,7590,4493,2000,1094,50,11,N
CLM2170,66,M,1,7,58516,0,0,Own,97157,2023-03-29,Wednesday,Parking Lot,0,0,76,Phone,1,2,Compact,31240,Red,46452,15818,2000,1895,3,9,N
CLM2171,34,F,0,46,105965,1,1,Rent,41415,2022-08-03,Wednesday,Local,2,1,87,Phone,1,12,Compact,63650,Silver,10332,2517,1500,613,87,3,N
CLM2172,54,M,1,68,87875,1,1,Own,91782,2022-09-18,Sunday,Local,5,0,78,Online,1,3,Medium,18317,White,17762,5453,500,2771,23,0,Y
CLM2173,61,M,0,42,91054,0,0,Own,95163,2023-11-29,Wednesday,Local,5,0,49,Broker,0,3,Compact,43469,White,31403,4879,500,1674,44,12,Y
CLM2174,61,M,1,53,44642,0,0,Rent,89003,2022-07-25,Monday,Parking Lot,1,1,26,Online,0,2,Medium,10691,White,39909,21032,500,1990,73,3,N
CLM2175,65,M,0,73,102032,0,0,Own,51716,2022-06-08,Wednesday,Parking Lot,1,0,11,Broker,1,13,Medium,50038,Black,35310,19011,1000,758,63,5,N
CLM2176,32,M,0,72,47050,1,1,Own,84586,2023-05-18,Thursday,Local,1,0,21,Online,1,12,Medium,24575,Black,41244,20232,2000,2891,8,4,N
CLM2177,38,F,0,4,120382,1,0,Own,63494,2023-02-15,Wednesday,Highway,5,0,26,Broker,1,8,Compact,35041,Blue,11715,6785,1000,786,65,3,N
CLM2178,32,M,0,35,135185,0,0,Rent,66143,2023-05-31,Wednesday,Highway,1,0,88,Phone,1,14,Medium,27555,Red,11952,1876,1500,1650,74,8,N
CLM2179,79,M,1,20,29808,1,1,Own,62330,2023-04-03,Monday,Parking Lot,1,0,54,Online,1,11,Large,13933,Black,3671,1055,500,2791,50,0,N
CLM2180,69,M,0,11,35380,1,1,Own,28212,2023-06-11,Sunday,Parking Lot,5,1,78,Broker,1,9,Compact,56319,White,47728,25388,1500,2936,25,7,N
CLM2181,81,F,0,73,147957,1,1,Rent,43971,2023-01-03,Tuesday,Local,3,1,8,Phone,1,9,Large,65616,Red,46885,10406,1500,1049,6,12,N
CLM2182,22,M,0,79,108116,0,0,Rent,48973,2022-01-23,Sunday,Local,3,1,51,Phone,1,13,Large,71194,Red,48150,20030,2000,1547,17,8,N
CLM2183,45,F,0,51,96794,0,1,Rent,85675,2022-12-08,Thursday,Highway,2,0,4,Phone,1,5,Medium,59699,Black,30097,10988,2000,985,92,8,N
CLM2184,42,F,0,45,117294,1,0,Own,53755,2022-02-20,Sunday,Parking Lot,4,0,33,Broker,0,11,Compact,51668,Red,48738,19576,2000,1593,96,4,N
CLM2185,24,M,1,91,46190,1,0,Own,20928,2022-10-25,Tuesday,Local,3,1,78,Broker,1,4,Medium,53743,Silver,47607,24370,1000,903,46,1,N
CLM2186,80,M,1,4,137677,1,1,Rent,39692,2023-05-02,Tuesday,Highway,0,1,0,Online,0,8,Large,29085,White,23925,3936,500,2504,45,5,N
CLM2187,38,F,1,5,71330,1,0,Own,59949,2023-12-24,Sunday,Parking Lot,3,1,86,Broker,1,5,Large,63618,White,13775,7236,1500,2457,23,3,N
CLM2188,74,M,1,80,149203,1,1,Own,47538,2023-12-15,Friday,Parking Lot,5,0,90,Online,1,5,Large,76778,Silver,29704,8666,1000,533,19,7,Y
CLM2189,53,F,1,78,75097,0,0,Rent,13487,2022-05-17,Tuesday,Local,1,1,66,Broker,0,3,Large,34075,Black,43185,8505,1500,2993,58,5,N
CLM2190,65,F,1,9,86504,1,1,Own,85918,2022-02-01,Tuesday,Highway,4,1,66,Online,0,3,Medium,48560,Blue,28256,13613,1000,1242,48,5,N
CLM2191,81,M,1,38,144925,1,0,Rent,43822,2022-11-26,Saturday,Parking Lot,1,0,19,Phone,0,1,Medium,17938,Silver,6717,2124,500,1605,64,9,Y
CLM2192,82,F,1,56,32873,1,0,Rent,92048,2022-09-13,Tuesday,Local,5,0,8,Phone,0,14,Large,78158,White,41848,19936,2000,2693,63,0,N
CLM2193,69,M,0,10,105823,0,1,Rent,61431,2023-08-11,Friday,Parking Lot,0,1,14,Online,0,8,Large,30041,Silver,32653,19286,2000,2472,26,12,N
CLM2194,84,F,0,55,32693,0,0,Rent,19241,2022-03-24,Thursday,Parking Lot,3,0,59,Online,0,6,Medium,6658,Blue,29963,11646,1500,2317,63,12,Y
CLM2195,38,M,1,19,89902,1,0,Rent,87994,2023-02-19,Sunday,Local,3,0,7,Broker,1,12,Compact,44316,White,4024,1467,2000,1764,88,9,N
CLM2196,48,M,1,48,75329,1,0,Rent,19217,2022-12-28,Wednesday,Parking Lot,2,1,93,Online,0,7,Medium,55822,Red,14003,2739,1500,847,15,13,Y
CLM2197,31,M,1,4,107601,1,1,Own,86380,2023-02-11,Saturday,Parking Lot,3,1,77,Phone,0,13,Medium,34715,Black,40116,21311,1500,854,45,12,N
CLM2198,62,M,0,41,30607,0,1,Rent,92455,2023-08-03,Thursday,Local,1,0,65,Phone,1,3,Medium,22333,White,12700,6186,2000,1043,61,9,N
CLM2199,52,F,1,52,104166,0,1,Own,98896,2023-06-10,Saturday,Parking Lot,4,1,2,Phone,0,13,Medium,75935,White,18839,8747,1000,2173,40,6,N
CLM2200,80,F,0,72,22985,0,0,Own,71794,2023-08-01,Tuesday,Highway,0,0,46,Online,0,0,Compact,64261,Silver,35022,6492,1500,1669,24,6,N
CLM2201,38,F,0,65,70393,1,1,Own,13143,2022-06-11,Saturday,Local,1,1,68,Online,0,14,Medium,33896,Red,38443,21870,2000,606,72,6,N
CLM2202,23,M,0,72,85391,0,1,Own,73411,2023-04-27,Thursday,Highway,1,1,86,Broker,0,0,Compact,46559,Blue,12075,3021,500,2564,95,5,N
CLM2203,23,M,0,7,116307,1,0,Own,46163,2023-03-17,Friday,Highway,5,0,55,Broker,0,7,Medium,13198,Silver,35354,5286,1500,1768,64,12,Y
CLM2204,75,F,1,32,146913,0,1,Rent,85355,2022-04-16,Saturday,Highway,4,1,17,Online,0,13,Compact,65022,Black,9906,5118,500,1008,24,8,N
CLM2205,73,M,0,55,43684,1,0,Rent,39858,2022-10-02,Sunday,Parking Lot,4,0,68,Online,1,11,Medium,30293,Black,25893,3183,2000,2276,40,9,N
CLM2206,22,M,0,94,21333,0,1,Rent,79205,2022-06-26,Sunday,Parking Lot,2,1,91,Online,1,5,Compact,32277,Black,2933,1521,1500,1340,38,11,N
CLM2207,82,F,0,26,59695,1,1,Rent,93187,2023-06-11,Sunday,Highway,1,1,80,Phone,0,2,Large,78410,Blue,17676,4917,2000,1904,38,0,N
CLM2208,36,M,0,53,29589,0,0,Rent,28077,2022-12-29,Thursday,Highway,5,0,12,Broker,1,3,Medium,19937,Black,10754,1990,1500,2588,48,11,Y
CLM2209,51,F,1,53,149832,0,0,Rent,43746,2023-06-02,Friday,Highway,1,0,14,Phone,0,0,Compact,16023,Black,30851,6770,1500,1533,10,1,N
CLM2210,45,M,1,25,47410,1,1,Rent,21447,2022-07-14,Thursday,Local,1,0,11,Phone,1,1,Medium,18907,Blue,22637,9090,1500,1309,66,13,Y
CLM2211,59,M,0,35,23239,0,0,Own,13415,2023-05-12,Friday,Parking Lot,0,0,28,Broker,1,3,Compact,23225,Silver,15923,9253,2000,956,61,2,Y
CLM2212,34,F,0,67,107399,0,0,Rent,15380,2022-05-03,Tuesday,Highway,5,0,15,Phone,1,0,Compact,77949,Silver,32578,11526,2000,2939,72,6,N
CLM2213,55,M,1,55,148075,0,0,Rent,46366,2023-05-18,Thursday,Highway,5,1,49,Phone,0,7,Compact,58619,White,45296,21442,2000,2854,72,1,N
CLM2214,48,M,0,4,69250,0,0,Own,80994,2022-09-23,Friday,Local,3,1,45,Phone,0,13,Medium,45285,Blue,2019,849,2000,2635,63,9,N
CLM2215,67,M,0,37,99483,0,0,Rent,70684,2023-09-25,Monday,Parking Lot,1,1,83,Broker,0,4,Large,25115,Red,34869,17471,2000,635,48,12,N
CLM2216,82,F,0,87,82881,0,0,Own,68609,2022-02-20,Sunday,Local,2,1,89,Online,1,13,Compact,15728,Silver,41316,22963,500,1834,80,9,Y
CLM2217,74,F,0,26,54103,0,1,Own,80949,2023-08-21,Monday,Parking Lot,0,0,60,Online,1,14,Medium,47805,Red,2987,1106,1000,2485,93,10,Y
