claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported
CLM2016,65,F,1,81,80282.0,1,0,Own,68249,2022-10-16,Sunday,Local,3,0,66,Phone,0,4,Large,76979.0,Silver,14324.0,7274.0,1500,1324.0,96,12,N
CLM2017,38,F,1,77,26450.0,0,1,Rent,62756,2022-03-01,Tuesday,Parking Lot,2,0,20,Broker,0,10,Compact,14664.0,Silver,2099.0,680.0,1500,889.0,65,5,N
CLM2018,20,F,0,43,83165.0,1,0,Own,18382,2022-05-28,Saturday,Highway,4,1,1,Broker,0,9,Compact,19425.0,Silver,14111.0,3983.0,2000,1610.0,70,6,Y
CLM2019,47,M,1,79,83908.0,1,0,Rent,35654,2023-04-25,Tuesday,Highway,0,1,33,Phone,1,8,Medium,35194.0,Red,35837.0,17597.0,500,1116.0,21,3,N
CLM2020,64,F,1,20,60751.0,0,0,Rent,79599,2022-07-26,Tuesday,Parking Lot,4,0,10,Phone,0,14,Large,36644.0,White,34521.0,14891.0,2000,1508.0,36,6,Y
CLM2021,61,M,0,68,129407.0,1,0,Rent,52185,2022-06-17,Friday,Parking Lot,5,1,85,Broker,1,13,Medium,23366.0,Red,38712.0,7911.0,2000,1986.0,58,0,N
CLM2022,27,M,1,43,55059.0,1,1,Own,11532,2022-12-17,Saturday,Parking Lot,2,1,15,Online,1,12,Large,76880.0,Silver,42198.0,11085.0,1500,1938.0,73,3,N
CLM2023,25,M,0,25,99239.0,1,1,Own,28642,2023-01-02,Monday,Highway,5,0,57,Phone,1,5,Compact,20414.0,Blue,15329.0,7927.0,2000,2851.0,4,4,N
CLM2024,64,F,0,76,54052.0,1,1,Own,97063,2023-11-18,Saturday,Highway,1,1,83,Phone,1,11,Compact,39764.0,Blue,33004.0,13308.0,1500,1609.0,82,13,Y
CLM2025,73,F,1,90,107388.0,1,1,Own,80043,2023-06-12,Monday,Parking Lot,5,1,52,Broker,1,11,Large,55513.0,Red,48540.0,25116.0,500,864.0,27,0,N
CLM2026,38,F,1,51,45511.0,1,0,Own,18573,2022-08-11,Thursday,Local,2,0,16,Online,1,12,Compact,70841.0,Black,22881.0,11038.0,500,2703.0,72,6,N
CLM2027,62,M,0,73,118706.0,0,1,Rent,88437,2023-10-25,Wednesday,Local,1,1,90,Phone,0,0,Medium,9544.0,Blue,26318.0,13615.0,2000,2848.0,67,2,N
CLM2028,28,M,0,87,21617.0,1,1,Own,13333,2022-03-08,Tuesday,Highway,5,0,4,Phone,0,8,Large,5511.0,Silver,48314.0,20977.0,2000,752.0,38,10,N
CLM2029,79,F,0,47,66533.0,0,1,Own,44469,2022-11-01,Tuesday,Local,2,0,80,Broker,1,7,Large,78108.0,Blue,18408.0,5209.0,1000,1006.0,8,4,Y
CLM2030,25,M,1,20,57355.0,1,0,Rent,47690,2022-02-05,Saturday,Local,3,0,26,Phone,0,12,Medium,20797.0,Red,33806.0,5914.0,1000,2669.0,16,11,N
CLM2031,44,F,1,46,135452.0,0,1,Own,36998,2022-10-18,Tuesday,Highway,3,1,98,Online,0,6,Large,52345.0,Silver,12885.0,2237.0,2000,2849.0,20,5,N
CLM2032,49,F,0,27,54361.0,0,0,Own,90294,2022-02-19,Saturday,Parking Lot,3,1,85,Broker,0,2,Medium,35932.0,Silver,45097.0,16997.0,2000,2186.0,77,8,N
CLM2033,24,F,1,42,52309.0,1,1,Own,19280,2023-05-29,Monday,Local,3,1,77,Phone,1,3,Large,26695.0,Black,10357.0,1300.0,2000,2525.0,49,7,N
CLM2034,63,F,0,22,116854.0,0,1,Rent,36015,2023-06-04,Sunday,Local,4,0,15,Online,0,7,Medium,55281.0,Red,38146.0,21835.0,1500,1558.0,52,4,N
CLM2035,83,M,0,32,142684.0,1,1,Rent,35444,2022-12-27,Tuesday,Local,0,1,97,Online,1,1,Compact,10362.0,Black,34718.0,6046.0,1000,801.0,38,2,N
CLM2036,46,F,1,5,44892.0,1,0,Rent,69232,2022-05-25,Wednesday,Parking Lot,3,1,49,Broker,1,9,Medium,21007.0,Black,15241.0,2882.0,2000,1678.0,16,9,N
CLM2037,39,M,0,17,38443.0,1,0,Own,19290,2022-07-31,Sunday,Highway,2,1,0,Broker,0,10,Medium,20115.0,Red,6149.0,3205.0,2000,1833.0,37,0,N
CLM2038,21,F,0,65,139374.0,1,1,Rent,24002,2022-04-01,Friday,Local,3,0,59,Online,1,6,Medium,33750.0,Blue,27074.0,15189.0,2000,1122.0,72,13,Y
CLM2039,21,M,1,23,20386.0,1,1,Rent,74334,2023-09-03,Sunday,Local,5,0,32,Broker,1,13,Large,26952.0,White,25816.0,14479.0,1500,1061.0,80,5,Y
CLM2040,54,F,0,27,39163.0,0,1,Rent,69019,2023-04-13,Thursday,Local,0,1,13,Broker,0,13,Medium,49706.0,Black,12548.0,5696.0,1000,581.0,44,1,N
CLM2041,34,M,1,11,148785.0,0,1,Own,10594,2022-02-27,Sunday,Highway,4,1,0,Online,0,7,Large,9861.0,White,38534.0,22751.0,2000,2101.0,19,4,Y
CLM2042,39,M,0,24,55571.0,1,1,Own,64486,2023-02-03,Friday,Highway,1,1,2,Online,0,6,Large,25860.0,Black,8276.0,4482.0,1500,794.0,72,1,N
CLM2043,44,M,0,16,75332.0,0,1,Rent,64532,2022-08-19,Friday,Highway,5,1,72,Broker,0,6,Large,6320.0,Blue,24507.0,6089.0,500,2625.0,41,0,N
CLM2044,41,F,0,28,50982.0,0,1,Own,69720,2022-12-29,Thursday,Highway,2,0,11,Online,1,4,Medium,67798.0,Red,33852.0,7787.0,2000,807.0,6,1,Y
CLM2045,57,M,1,98,109788.0,1,0,Own,34003,2022-09-08,Thursday,Local,3,1,28,Online,0,4,Large,27205.0,Red,31523.0,8353.0,500,1226.0,82,0,N
CLM2046,81,F,1,80,118622.0,1,1,Own,25329,2023-03-08,Wednesday,Highway,3,0,36,Phone,0,10,Medium,53469.0,Black,45018.0,11239.0,1500,538.0,67,0,N
CLM2047,41,F,1,4,27532.0,0,0,Rent,45416,2022-03-20,Sunday,Highway,4,1,49,Broker,1,12,Medium,37294.0,White,4684.0,1477.0,2000,2739.0,20,11,Y
CLM2048,56,F,0,29,72927.0,1,1,Rent,19304,2023-06-28,Wednesday,Parking Lot,0,1,27,Phone,1,9,Medium,64486.0,Silver,1016.0,448.0,1500,2880.0,55,9,Y
CLM2049,65,M,0,76,138777.0,0,1,Own,16259,2022-08-08,Monday,Highway,4,1,40,Online,1,14,Medium,52419.0,Silver,37556.0,7942.0,1500,2106.0,28,5,N
CLM2050,32,M,1,37,122619.0,1,1,Rent,98078,2022-04-27,Wednesday,Highway,2,0,55,Broker,1,14,Large,12393.0,Silver,5403.0,1214.0,1000,721.0,45,3,N
CLM2051,70,M,0,30,44726.0,1,0,Own,89544,2022-06-27,Monday,Local,4,1,42,Online,1,9,Large,45168.0,Blue,3379.0,1968.0,1000,1830.0,33,1,N
CLM2052,81,F,0,22,43424.0,1,1,Rent,96512,2022-12-29,Thursday,Local,3,0,14,Online,1,3,Compact,54454.0,Red,5533.0,1536.0,2000,685.0,46,5,Y
CLM2053,56,M,0,24,114890.0,1,0,Rent,17169,2022-07-13,Wednesday,Highway,5,0,28,Broker,1,3,Medium,32757.0,White,36650.0,10548.0,1000,784.0,37,0,N
CLM2054,62,F,1,17,88079.0,1,0,Own,38702,2022-06-11,Saturday,Parking Lot,1,0,64,Phone,0,1,Large,39169.0,White,17829.0,2768.0,1500,2050.0,48,0,Y
CLM2055,27,M,1,21,88165.0,0,0,Rent,50455,2022-02-03,Thursday,Parking Lot,4,0,95,Broker,1,2,Medium,23179.0,Black,27219.0,9613.0,1000,523.0,88,6,N
CLM2056,53,M,1,72,66025.0,0,0,Rent,69886,2022-01-12,Wednesday,Parking Lot,0,1,49,Broker,0,8,Medium,17420.0,White,6315.0,2362.0,1000,868.0,55,6,N
CLM2057,31,F,0,56,101288.0,0,0,Own,14132,2022-06-27,Monday,Parking Lot,4,1,83,Phone,0,7,Medium,73206.0,White,10364.0,3182.0,1500,2182.0,93,9,Y
CLM2058,23,M,0,5,126794.0,1,0,Rent,37484,2022-02-11,Friday,Highway,2,1,0,Broker,0,11,Medium,31038.0,Blue,37622.0,20466.0,1000,2209.0,58,6,N
CLM2059,56,F,1,4,43453.0,0,1,Own,40498,2023-02-17,Friday,Parking Lot,1,1,61,Online,0,3,Medium,78229.0,Blue,46986.0,7258.0,2000,2065.0,90,6,N
CLM2060,52,M,1,53,135341.0,1,1,Rent,14158,2023-05-24,Wednesday,Parking Lot,3,0,90,Phone,1,7,Medium,10543.0,Silver,47748.0,27097.625,1500,2697.0,72,0,N
CLM2061,81,F,0,5,113770.0,1,1,Rent,70558,2022-11-22,Tuesday,Parking Lot,4,1,15,Broker,0,14,Large,77551.0,White,7856.0,4517.0,1500,2709.0,27,12,N
CLM2062,48,F,1,4,133437.0,0,0,Own,31652,2023-01-25,Wednesday,Local,3,1,31,Broker,1,9,Large,8044.0,Blue,12480.0,3508.0,1000,2633.0,88,6,N
CLM2063,47,M,0,64,92561.0,0,0,Rent,29423,2023-02-19,Sunday,Parking Lot,0,1,62,Phone,1,8,Compact,36139.0,Silver,48198.0,19323.0,1000,2081.0,77,9,N
CLM2064,49,M,1,98,136387.0,0,0,Rent,80043,2023-02-04,Saturday,Highway,1,0,7,Online,0,9,Large,42622.0,Blue,39135.0,21224.0,2000,1524.0,62,12,N
CLM2065,55,F,1,93,64588.0,0,1,Rent,80585,2022-02-01,Tuesday,Local,5,1,39,Broker,1,7,Large,39889.0,Silver,46678.0,13603.0,1500,1085.0,36,8,Y
CLM2066,74,F,1,75,61298.0,1,1,Rent,28669,2022-06-22,Wednesday,Highway,1,1,92,Broker,1,3,Large,67001.0,Black,11832.0,7091.0,2000,2920.0,15,11,N
CLM2067,38,F,0,61,31002.0,0,0,Rent,46153,2023-01-15,Sunday,Local,1,1,50,Broker,1,3,Large,10840.0,Red,16154.0,2237.0,1500,2305.0,49,12,Y
CLM2068,18,M,0,58,30384.0,1,1,Own,24319,2023-11-21,Tuesday,Highway,1,0,13,Broker,1,5,Medium,15426.0,Red,8504.0,3311.0,2000,2587.0,89,12,Y
CLM2069,26,M,1,95,145011.0,1,0,Rent,18724,2022-12-24,Saturday,Parking Lot,1,1,43,Broker,0,8,Compact,25872.0,Silver,14414.0,4662.0,1500,1933.0,57,4,N
CLM2070,41,F,1,27,97331.0,1,0,Rent,90520,2022-01-29,Saturday,Highway,2,0,19,Phone,1,6,Compact,19618.0,Black,18245.0,6856.0,1500,2198.0,71,5,N
CLM2071,32,M,0,95,120961.0,1,0,Rent,28316,2023-05-23,Tuesday,Parking Lot,3,1,81,Online,1,7,Medium,63465.0,White,17673.0,9333.0,1000,2709.0,75,8,N
CLM2072,72,M,1,67,33281.0,1,1,Own,42548,2023-12-17,Sunday,Highway,1,1,60,Phone,0,11,Large,28874.0,Silver,24123.0,9313.0,1500,2309.0,53,4,N
CLM2073,48,M,1,92,69769.0,1,0,Own,39312,2022-09-19,Monday,Highway,2,1,33,Phone,1,6,Large,27483.0,White,27558.0,6982.0,500,968.0,18,4,N
CLM2074,46,F,0,26,37335.0,1,0,Rent,53773,2023-12-24,Sunday,Parking Lot,0,1,64,Phone,1,5,Medium,63194.0,White,2971.0,1506.0,500,1032.0,86,1,Y
CLM2075,49,M,0,50,75491.0,0,0,Rent,18043,2023-01-23,Monday,Parking Lot,4,0,64,Broker,1,0,Large,36174.0,Red,18096.0,6405.0,2000,2181.0,54,5,N
CLM2076,40,M,1,44,37458.0,0,0,Rent,97367,2023-10-27,Friday,Local,2,1,16,Broker,1,1,Medium,49942.0,Silver,24035.0,2669.0,500,1848.0,80,9,Y
CLM2077,65,F,0,84,65959.0,0,0,Rent,36862,2023-10-12,Thursday,Local,5,0,4,Phone,0,3,Medium,8956.0,Silver,7553.0,2205.0,2000,2865.0,13,8,N
CLM2078,74,M,1,25,72331.0,0,0,Own,90672,2022-06-25,Saturday,Highway,5,1,72,Broker,0,12,Compact,32280.0,Blue,22859.0,13623.0,500,570.0,59,2,N
CLM2079,49,M,1,12,102025.0,0,1,Rent,27153,2022-07-15,Friday,Highway,0,0,80,Broker,1,11,Compact,51429.0,Red,12687.0,3637.0,1500,715.0,93,3,N
CLM2080,46,M,0,20,81274.0,1,0,Own,88108,2023-04-29,Saturday,Local,2,0,69,Phone,0,10,Large,33390.0,Black,27925.0,5500.0,2000,1191.0,8,6,N
CLM2081,57,M,1,86,122046.0,1,1,Own,12035,2022-04-10,Sunday,Highway,4,1,51,Online,0,5,Compact,51627.0,Black,9303.0,4604.0,500,664.0,47,9,Y
CLM2082,39,M,0,40,73974.0,0,1,Rent,73545,2023-06-26,Monday,Parking Lot,1,1,17,Phone,0,13,Compact,50897.0,White,13125.0,1969.0,1500,1018.0,69,0,N
CLM2083,30,F,1,26,90631.0,0,1,Own,77173,2022-12-01,Thursday,Highway,0,1,47,Phone,1,14,Compact,68783.0,Silver,29658.0,16356.0,1500,2390.0,6,13,N
CLM2084,25,F,0,96,76959.0,1,1,Own,10366,2022-10-15,Saturday,Parking Lot,4,0,51,Online,1,14,Large,37780.0,White,20623.0,7881.0,1500,875.0,89,12,N
CLM2085,83,F,0,33,88748.0,0,0,Own,68528,2022-02-01,Tuesday,Parking Lot,2,0,3,Broker,0,7,Compact,12446.0,Red,30281.0,13649.0,500,2125.0,20,2,N
CLM2086,75,M,0,45,91448.0,1,1,Rent,39974,2023-03-19,Sunday,Highway,0,1,96,Broker,0,14,Medium,30727.0,Black,49464.0,8370.0,1000,2733.0,41,11,Y
CLM2087,24,F,0,47,49178.0,0,0,Rent,66790,2022-06-10,Friday,Highway,0,1,83,Phone,1,3,Large,41672.0,Blue,4573.0,1930.0,1500,1998.0,85,7,N
CLM2088,81,M,0,26,41302.0,1,0,Rent,71064,2022-05-29,Sunday,Highway,3,0,12,Phone,0,2,Medium,57714.0,Red,2499.0,1271.0,1000,1280.0,44,9,N
CLM2089,68,M,0,20,125035.0,0,1,Own,20965,2023-01-11,Wednesday,Highway,5,1,45,Broker,0,11,Large,24420.0,Red,26236.0,12093.0,2000,1240.0,48,13,N
CLM2090,76,F,0,92,143108.0,0,1,Rent,62271,2022-09-25,Sunday,Local,1,1,60,Broker,1,5,Medium,64478.0,Blue,47260.0,7052.0,1500,2769.0,94,12,N
CLM2091,66,M,1,79,143319.0,1,0,Own,97943,2022-11-07,Monday,Highway,1,0,34,Broker,0,8,Medium,58968.0,White,4743.0,658.0,500,1018.0,13,13,N
CLM2092,59,F,1,32,97001.0,0,0,Own,86757,2022-10-15,Saturday,Local,2,0,96,Online,1,12,Large,5500.0,Red,27675.0,7888.0,1500,1947.0,59,12,Y
CLM2093,65,M,1,94,96202.0,1,1,Own,36255,2022-04-20,Wednesday,Parking Lot,2,0,52,Online,1,1,Medium,23946.0,White,21547.0,5701.0,1000,2173.0,52,12,N
CLM2094,83,M,0,77,55162.0,0,0,Own,98388,2023-10-29,Sunday,Highway,0,1,67,Phone,0,10,Medium,55388.0,Red,32147.0,17323.0,2000,2763.0,49,4,N
CLM2095,83,F,0,96,60382.0,1,1,Own,38184,2023-10-06,Friday,Local,2,1,10,Online,1,0,Compact,42739.0,Silver,9389.0,1071.0,1500,1168.0,85,8,N
CLM2096,37,F,0,28,60711.0,1,1,Rent,27748,2023-07-27,Thursday,Parking Lot,3,1,86,Online,0,5,Medium,70282.0,Silver,33708.0,10311.0,1500,687.0,4,6,Y
CLM2097,32,M,1,65,34860.0,1,0,Own,27013,2022-08-28,Sunday,Highway,5,0,55,Phone,0,6,Compact,45565.0,Blue,20283.0,2839.0,1500,1400.0,65,9,N
CLM2098,60,M,1,2,39861.0,1,1,Rent,34125,2022-07-26,Tuesday,Parking Lot,1,0,17,Online,0,8,Large,69512.0,Blue,33490.0,6787.0,1000,672.0,2,13,Y
CLM2099,80,M,0,83,127535.0,0,0,Rent,68228,2022-12-15,Thursday,Parking Lot,3,0,74,Online,0,5,Medium,49557.0,Silver,3555.0,402.0,1000,1362.0,75,5,N
CLM2100,48,M,1,34,131869.0,0,0,Own,52967,2023-06-11,Sunday,Parking Lot,4,0,26,Online,0,5,Medium,55155.0,Blue,11306.0,5384.0,2000,714.0,66,6,N
CLM2101,56,M,1,97,119242.0,0,1,Rent,13970,2023-07-09,Sunday,Local,3,1,80,Phone,1,2,Large,18385.0,Black,6950.0,1660.0,1500,1334.0,62,9,N
CLM2102,63,M,0,56,127437.0,1,1,Own,82123,2022-12-19,Monday,Parking Lot,3,0,25,Broker,1,10,Compact,6561.0,Black,42412.0,8658.0,2000,1638.0,51,0,N
CLM2103,29,M,0,4,52977.0,1,0,Rent,14983,2023-09-19,Tuesday,Local,2,0,8,Broker,1,2,Compact,9758.0,Black,38131.0,17616.0,1500,2353.0,73,12,N
CLM2104,24,M,1,18,123542.0,0,0,Own,49857,2023-06-20,Tuesday,Local,1,0,98,Online,1,12,Large,10280.0,White,38012.0,12173.0,500,2592.0,9,5,Y
CLM2105,52,F,0,83,144852.0,1,0,Rent,87714,2022-07-16,Saturday,Local,0,0,10,Online,1,9,Compact,74081.0,White,25798.0,7096.0,1500,1029.0,60,1,N
CLM2106,25,F,0,67,111954.0,1,1,Own,33118,2023-03-20,Monday,Parking Lot,1,1,35,Phone,0,13,Medium,42204.0,Red,43240.0,24952.0,1500,599.0,39,13,N
CLM2107,67,M,0,46,115561.0,0,1,Own,64391,2023-08-07,Monday,Parking Lot,2,1,9,Online,1,13,Large,76469.0,White,12386.0,6673.0,500,1086.0,6,4,N
CLM2108,36,F,1,89,108529.0,1,1,Rent,85874,2022-12-29,Thursday,Parking Lot,4,1,82,Phone,0,4,Compact,50111.0,White,10917.0,4439.0,2000,684.0,10,1,Y
CLM2109,55,M,1,63,113339.0,0,1,Rent,74320,2022-03-08,Tuesday,Highway,0,1,4,Online,1,9,Medium,46353.0,Blue,17011.0,7401.0,2000,1160.0,21,0,N
CLM2110,81,M,0,50,110695.0,0,0,Own,46368,2022-06-09,Thursday,Highway,5,1,20,Online,1,6,Large,50166.0,White,26574.0,13330.0,1500,2242.0,66,6,N
CLM2111,27,F,1,34,149926.0,0,1,Rent,11293,2022-03-02,Wednesday,Parking Lot,3,0,12,Broker,0,5,Compact,44044.0,Silver,22747.0,8568.0,500,1957.0,38,6,N
CLM2112,65,F,1,91,20058.0,0,1,Rent,78172,2023-05-14,Sunday,Local,1,1,54,Phone,0,6,Large,77832.0,Red,22383.0,8434.0,500,584.0,86,2,N
CLM2113,54,F,1,50,45666.0,1,0,Own,53794,2022-05-09,Monday,Parking Lot,4,1,86,Online,1,0,Large,57342.0,Black,38555.0,4992.0,2000,632.0,71,8,N
CLM2114,66,M,1,23,101136.0,1,0,Rent,40284,2023-12-17,Sunday,Local,3,0,71,Online,0,4,Medium,38700.0,Red,19047.0,10705.0,1500,2171.0,40,0,Y
CLM2115,22,F,0,29,41236.0,1,0,Rent,76640,2022-09-04,Sunday,Parking Lot,4,1,8,Phone,1,1,Large,8646.0,Silver,22471.0,10969.0,1000,2554.0,30,9,N
CLM2116,73,M,1,74,77353.0,0,0,Own,72126,2023-05-28,Sunday,Parking Lot,5,1,56,Online,1,5,Medium,73285.0,Blue,43949.0,8698.0,1000,1707.0,67,0,N
CLM2117,25,F,0,61,91152.0,0,0,Own,83511,2023-12-22,Friday,Parking Lot,0,1,61,Phone,0,8,Medium,26387.0,Silver,16324.0,9608.0,1500,2647.0,54,8,N
CLM2118,77,F,0,69,106861.0,1,0,Rent,37949,2022-10-21,Friday,Parking Lot,4,0,16,Phone,0,1,Large,20303.0,White,17457.0,9915.0,1000,515.0,14,8,Y
CLM2119,46,M,1,57,26661.0,0,1,Own,87952,2023-05-26,Friday,Parking Lot,0,0,62,Broker,0,8,Large,53322.0,Black,17448.0,3599.0,1000,2528.0,30,0,N
CLM2120,71,M,1,5,21238.0,0,0,Rent,25064,2023-01-31,Tuesday,Local,0,1,78,Online,0,9,Large,49258.0,Black,5470.0,2572.0,2000,592.0,76,0,Y
CLM2121,35,F,1,48,90977.0,1,1,Rent,87255,2022-10-05,Wednesday,Local,5,1,25,Broker,1,9,Medium,65308.0,Silver,5190.0,2354.0,500,1630.0,6,7,N
CLM2122,41,M,1,74,71786.0,0,0,Own,91271,2023-12-28,Thursday,Parking Lot,2,1,1,Online,1,14,Compact,24874.0,Blue,43531.0,18407.0,1000,1487.0,39,11,N
CLM2123,23,F,0,58,124605.0,1,1,Own,54653,2022-04-09,Saturday,Local,0,1,73,Phone,1,9,Compact,37252.0,Black,8796.0,4790.0,500,989.0,67,7,N
CLM2124,34,F,0,92,123185.0,1,1,Own,63106,2023-10-21,Saturday,Highway,3,1,87,Broker,1,4,Medium,47135.0,Silver,32066.0,12658.0,500,2050.0,47,10,N
CLM2125,61,F,1,99,120250.0,0,1,Own,97123,2022-07-11,Monday,Parking Lot,0,1,95,Phone,1,3,Large,76428.0,Black,4449.0,1811.0,2000,605.0,7,5,N
CLM2126,33,M,1,80,143268.0,0,0,Rent,42322,2023-06-19,Monday,Parking Lot,4,0,73,Broker,0,4,Medium,29657.0,Red,6656.0,3880.0,1000,777.0,72,6,Y
CLM2127,81,M,0,95,149042.0,0,0,Own,79201,2022-12-09,Friday,Parking Lot,0,1,51,Online,0,14,Large,53465.0,White,25491.0,4820.0,500,847.0,1,7,N
CLM2128,56,F,1,20,50750.0,1,1,Rent,68188,2023-09-25,Monday,Highway,4,1,86,Broker,0,2,Large,39720.0,Silver,19079.0,3053.0,1000,856.0,41,11,Y
CLM2129,28,F,1,98,126642.0,1,0,Own,23368,2022-02-11,Friday,Local,1,1,70,Broker,0,14,Large,17197.0,White,4359.0,2158.0,1500,1229.0,94,10,N
CLM2130,37,F,0,10,87271.0,1,0,Own,34315,2022-01-15,Saturday,Parking Lot,1,0,87,Online,1,0,Compact,53232.0,Black,13606.0,7081.0,500,1272.0,35,4,N
CLM2131,65,M,0,81,27160.0,1,1,Rent,65262,2023-04-19,Wednesday,Highway,5,1,34,Broker,0,5,Compact,75496.0,Blue,34556.0,19020.0,2000,1562.0,34,9,Y
CLM2132,32,M,0,7,50657.0,1,0,Own,96743,2023-07-15,Saturday,Parking Lot,3,1,0,Online,0,0,Large,54691.0,Black,7499.0,4343.0,1000,2363.0,65,9,N
CLM2133,66,F,0,26,129641.0,0,0,Rent,25784,2023-12-12,Tuesday,Local,4,0,11,Phone,0,14,Medium,53720.0,Blue,36268.0,13338.0,1000,547.0,61,0,N
CLM2134,82,M,1,60,143633.0,0,0,Rent,18177,2022-02-05,Saturday,Local,3,1,18,Phone,0,2,Medium,16844.0,Blue,9594.0,5617.0,500,2727.0,12,2,N
CLM2135,53,F,0,64,115051.0,1,0,Own,97858,2022-10-26,Wednesday,Local,1,0,96,Phone,0,0,Large,79385.0,White,26656.0,12008.0,2000,2040.0,89,7,N
CLM2136,76,M,0,39,69056.0,1,1,Own,21273,2023-11-08,Wednesday,Local,3,1,96,Broker,1,6,Compact,51073.0,Silver,46693.0,19749.0,2000,2635.0,71,1,N
CLM2137,27,F,1,90,120782.0,1,0,Rent,52926,2022-08-30,Tuesday,Highway,5,1,5,Broker,1,4,Medium,77651.0,Red,32107.0,17871.0,2000,2756.0,31,8,Y
CLM2138,18,F,1,13,78596.0,1,0,Own,91526,2023-03-16,Thursday,Highway,1,0,19,Phone,0,1,Medium,67286.0,Silver,21901.0,2358.0,500,1712.0,50,10,Y
CLM2139,32,M,0,63,29457.0,1,1,Own,69629,2022-05-11,Wednesday,Local,4,0,90,Online,1,4,Medium,42790.0,Blue,23869.0,11713.0,1000,781.0,1,2,N
CLM2140,42,F,0,95,50394.0,0,0,Rent,24396,2022-04-05,Tuesday,Highway,1,0,40,Online,1,2,Compact,36016.0,Black,4194.0,1204.0,2000,2946.0,79,1,N
CLM2141,35,M,0,81,20129.0,0,1,Own,69683,2022-10-03,Monday,Parking Lot,2,0,29,Phone,0,6,Compact,41417.0,Silver,11978.0,6228.0,1000,1264.0,69,1,N
CLM2142,79,F,0,35,20737.0,1,1,Own,56647,2023-07-21,Friday,Highway,3,0,49,Online,0,8,Medium,70875.0,Silver,33920.0,12585.0,2000,1967.0,43,10,Y
CLM2143,80,F,0,3,135637.0,1,1,Own,76909,2023-11-09,Thursday,Local,4,1,50,Phone,1,9,Compact,14495.0,Red,8837.0,2078.0,1500,2728.0,63,6,N
CLM2144,40,M,1,81,138833.0,0,1,Own,40804,2023-11-26,Sunday,Parking Lot,3,0,96,Broker,0,5,Compact,23748.0,Black,6230.0,2069.0,2000,1262.0,5,3,Y
CLM2145,35,M,0,45,121150.0,1,0,Rent,67693,2023-11-18,Saturday,Parking Lot,5,1,54,Phone,1,8,Large,57776.0,Blue,20116.0,2551.0,1500,2755.0,30,12,Y
CLM2146,62,M,0,46,74606.0,1,0,Own,78819,2023-08-19,Saturday,Parking Lot,4,1,54,Broker,0,10,Medium,22540.0,White,36829.0,21100.0,2000,2323.0,6,13,N
CLM2147,30,F,0,94,84708.0,0,0,Own,19752,2023-10-15,Sunday,Local,3,0,71,Broker,0,11,Compact,34810.0,Red,19302.0,8323.0,1500,2573.0,54,9,N
CLM2148,28,F,0,28,96637.0,1,0,Own,39778,2023-07-04,Tuesday,Highway,4,1,86,Broker,0,4,Compact,63176.0,Silver,13674.0,6729.0,1500,1921.0,52,13,N
CLM2149,32,M,1,39,25837.0,1,0,Own,74141,2023-11-28,Tuesday,Local,2,1,7,Broker,1,7,Medium,79642.0,White,42247.0,16782.0,1000,2588.0,75,12,Y
CLM2150,36,M,0,27,29780.0,1,1,Own,32706,2022-05-17,Tuesday,Local,3,0,95,Broker,1,3,Medium,28733.0,Black,23770.0,5509.0,1000,1025.0,3,7,N
CLM2151,46,F,0,73,106706.0,0,0,Rent,38830,2023-05-24,Wednesday,Parking Lot,1,0,17,Online,0,9,Medium,32729.0,Silver,38944.0,9252.0,1500,547.0,80,6,N
CLM2152,50,M,0,4,134149.0,0,0,Own,34067,2022-02-11,Friday,Local,0,0,50,Online,0,0,Large,57832.0,Blue,43771.0,23335.0,500,1959.0,27,10,Y
CLM2153,25,M,0,87,109432.0,0,0,Rent,38155,2023-10-12,Thursday,Parking Lot,0,1,28,Phone,1,7,Large,41085.0,Black,12251.0,4756.0,2000,1931.0,73,11,N
CLM2154,43,F,1,10,122035.0,1,1,Own,49095,2022-08-15,Monday,Local,3,1,35,Broker,0,5,Large,39814.0,Black,20605.0,11483.0,2000,1468.0,37,5,N
CLM2155,30,F,0,85,106755.0,1,0,Rent,37946,2022-10-20,Thursday,Local,5,0,73,Broker,1,14,Large,61088.0,Blue,12479.0,3817.0,1000,1692.0,73,9,N
CLM2156,25,F,0,97,79196.0,1,0,Rent,33053,2023-09-17,Sunday,Local,4,1,20,Phone,1,7,Large,13657.0,Red,22951.0,12110.0,2000,2445.0,32,11,Y
CLM2157,70,F,1,34,67411.0,1,1,Own,13934,2022-05-26,Thursday,Parking Lot,2,0,11,Broker,0,2,Medium,13172.0,Black,28358.0,10481.0,1000,2918.0,67,13,N
CLM2158,46,F,1,23,107507.0,1,1,Rent,77525,2023-12-02,Saturday,Highway,2,1,48,Broker,1,12,Compact,27135.0,Blue,31544.0,6599.0,2000,2197.0,38,8,Y
CLM2159,19,F,1,13,78914.0,0,0,Own,36309,2022-04-20,Wednesday,Local,4,0,60,Online,1,2,Medium,23991.0,Red,25974.0,7759.0,1000,2169.0,81,3,N
